Patente,Hora,T_viaje,T_viaje_str,Velocidad
AA699VQ,2019-10-04T12:27:56,151,0:02:31,35.76158940397351
AA346HY,2019-10-04T12:28:18,317,0:05:17,17.034700315457414
OTB384,2019-10-04T12:28:53,220,0:03:40,24.545454545454547
GFN167,2019-10-04T12:29:44,162,0:02:42,33.333333333333336
AC915UI,2019-10-04T12:30:48,178,0:02:58,30.337078651685395
AD802PT,2019-10-04T12:31:13,200,0:03:20,27.0
HOO290,2019-10-04T12:31:24,212,0:03:32,25.471698113207548
MXC633,2019-10-04T12:31:54,163,0:02:43,33.128834355828225
AC787PB,2019-10-04T12:32:51,200,0:03:20,27.0
IPN236,2019-10-04T12:32:58,285,0:04:45,18.947368421052634
POB288,2019-10-04T12:32:59,236,0:03:56,22.88135593220339
ESJ468,2019-10-04T12:33:01,218,0:03:38,24.770642201834864
LAZ410,2019-10-04T12:33:08,200,0:03:20,27.0
OOY643,2019-10-04T12:35:37,213,0:03:33,25.35211267605634
AC114BH,2019-10-04T12:35:49,168,0:02:48,32.142857142857146
AC878QF,2019-10-04T12:35:52,166,0:02:46,32.53012048192771
AD783OX,2019-10-04T12:36:53,215,0:03:35,25.116279069767444
AB507QN,2019-10-04T12:37:05,209,0:03:29,25.83732057416268
INW822,2019-10-04T12:37:07,201,0:03:21,26.865671641791046
NMV883,2019-10-04T12:37:39,219,0:03:39,24.65753424657534
KLJ706,2019-10-04T12:37:49,164,0:02:44,32.926829268292686
OOP430,2019-10-04T12:38:53,204,0:03:24,26.470588235294116
JPY640,2019-10-04T12:38:56,202,0:03:22,26.732673267326735
AD326DX,2019-10-04T12:39:49,172,0:02:52,31.3953488372093
AC787RT,2019-10-04T12:39:55,154,0:02:34,35.064935064935064
AC901ZM,2019-10-04T12:41:00,203,0:03:23,26.60098522167488
NUN586,2019-10-04T12:41:22,320,0:05:20,16.875
AA228WI,2019-10-04T12:41:27,238,0:03:58,22.689075630252102
MIB771,2019-10-04T12:41:48,153,0:02:33,35.294117647058826
AD758XO,2019-10-04T12:43:42,120,0:02:00,45.0
HUR144,2019-10-04T12:43:47,154,0:02:34,35.064935064935064
UMX440,2019-10-04T12:43:50,142,0:02:22,38.028169014084504
VGW262,2019-10-04T12:44:54,211,0:03:31,25.592417061611375
IEU617,2019-10-04T12:45:14,216,0:03:36,25.0
ODT124,2019-10-04T12:45:25,208,0:03:28,25.961538461538463
KDC043,2019-10-04T12:45:32,205,0:03:25,26.34146341463415
NON808,2019-10-04T12:45:34,209,0:03:29,25.83732057416268
CXO221,2019-10-04T12:47:16,208,0:03:28,25.961538461538463
AA229UV,2019-10-04T12:47:36,145,0:02:25,37.24137931034483
AA185MS,2019-10-04T12:47:44,140,0:02:20,38.57142857142857
EHE745,2019-10-04T12:47:46,236,0:03:56,22.88135593220339
OTG576,2019-10-04T12:48:51,191,0:03:11,28.272251308900522
IBH887,2019-10-04T12:48:54,280,0:04:40,19.285714285714285
FXI409,2019-10-04T12:49:39,210,0:03:30,25.714285714285715
NFU844,2019-10-04T12:49:40,159,0:02:39,33.9622641509434
OWZ633,2019-10-04T12:51:16,215,0:03:35,25.116279069767444
NNB163,2019-10-04T12:51:18,207,0:03:27,26.086956521739133
KTG434,2019-10-04T12:51:30,216,0:03:36,25.0
HEK021,2019-10-04T12:51:32,232,0:03:52,23.27586206896552
AA457BF,2019-10-04T12:51:49,168,0:02:48,32.142857142857146
JOM398,2019-10-04T12:51:50,174,0:02:54,31.034482758620694
AC193RS,2019-10-04T12:52:51,185,0:03:05,29.189189189189193
KEI522,2019-10-04T12:53:26,210,0:03:30,25.714285714285715
AC996QL,2019-10-04T12:53:29,199,0:03:19,27.1356783919598
ORV822,2019-10-04T12:54:50,197,0:03:17,27.411167512690355
AC966SR,2019-10-04T12:57:14,193,0:03:13,27.979274611398964
AD207RQ,2019-10-04T12:57:26,212,0:03:32,25.471698113207548
AB021WN,2019-10-04T12:57:45,213,0:03:33,25.35211267605634
AA851NS,2019-10-04T12:57:52,118,0:01:58,45.76271186440678
AA840PD,2019-10-04T12:59:01,214,0:03:34,25.233644859813083
AC520WE,2019-10-04T12:59:21,198,0:03:18,27.272727272727273
NID196,2019-10-04T12:59:29,205,0:03:25,26.34146341463415
KOS933,2019-10-04T12:59:34,213,0:03:33,25.35211267605634
AC724GX,2019-10-04T12:59:39,209,0:03:29,25.83732057416268
IME921,2019-10-04T12:59:48,169,0:02:49,31.952662721893493
AC321YW,2019-10-04T12:59:52,165,0:02:45,32.727272727272734
OOE777,2019-10-04T13:01:27,215,0:03:35,25.116279069767444
AB493HW,2019-10-04T13:01:39,218,0:03:38,24.770642201834864
AD762KK,2019-10-04T13:01:51,136,0:02:16,39.705882352941174
PHG965,2019-10-04T13:02:51,293,0:04:53,18.43003412969283
AD614RQ,2019-10-04T13:02:55,237,0:03:57,22.78481012658228
AC223ZA,2019-10-04T13:03:02,228,0:03:48,23.684210526315788
AC444CB,2019-10-04T13:03:55,151,0:02:31,35.76158940397351
CYL096,2019-10-04T13:04:53,216,0:03:36,25.0
AC130XP,2019-10-04T13:05:24,202,0:03:22,26.732673267326735
AD118KY,2019-10-04T13:05:34,208,0:03:28,25.961538461538463
NUY145,2019-10-04T13:05:39,156,0:02:36,34.61538461538461
AB200CO,2019-10-04T13:05:44,210,0:03:30,25.714285714285715
A103GBF,2019-10-04T13:05:56,120,0:02:00,45.0
EBU304,2019-10-04T13:05:57,162,0:02:42,33.333333333333336
LCP254,2019-10-04T13:06:53,178,0:02:58,30.337078651685395
AD251LA,2019-10-04T13:06:56,204,0:03:24,26.470588235294116
OMW857,2019-10-04T13:09:31,219,0:03:39,24.65753424657534
AA163JN,2019-10-04T13:09:38,212,0:03:32,25.471698113207548
AD627TS,2019-10-04T13:09:46,231,0:03:51,23.376623376623378
OOB636,2019-10-04T13:10:50,187,0:03:07,28.877005347593585
HJZ793,2019-10-04T13:11:03,300,0:05:00,18.0
AB397RD,2019-10-04T13:11:05,293,0:04:53,18.43003412969283
AB083VA,2019-10-04T13:11:07,215,0:03:35,25.116279069767444
PON952,2019-10-04T13:11:27,216,0:03:36,25.0
LSD195,2019-10-04T13:11:29,213,0:03:33,25.35211267605634
IWY128,2019-10-04T13:11:37,212,0:03:32,25.471698113207548
OGT401,2019-10-04T13:12:55,220,0:03:40,24.545454545454547
AA513QB,2019-10-04T13:13:06,219,0:03:39,24.65753424657534
AA628MZ,2019-10-04T13:13:27,219,0:03:39,24.65753424657534
AA081NE,2019-10-04T13:14:51,216,0:03:36,25.0
AA476HX,2019-10-04T13:14:56,208,0:03:28,25.961538461538463
AD415PM,2019-10-04T13:15:19,215,0:03:35,25.116279069767444
MPT661,2019-10-04T13:15:26,228,0:03:48,23.684210526315788
SLS301,2019-10-04T13:16:57,236,0:03:56,22.88135593220339
AD415PO,2019-10-04T13:17:29,238,0:03:58,22.689075630252102
AA929CA,2019-10-04T13:17:36,229,0:03:49,23.580786026200872
OEI917,2019-10-04T13:17:48,149,0:02:29,36.241610738255034
JJM091,2019-10-04T13:18:51,232,0:03:52,23.27586206896552
HML321,2019-10-04T13:18:56,197,0:03:17,27.411167512690355
ODB410,2019-10-04T13:19:08,219,0:03:39,24.65753424657534
LOP021,2019-10-04T13:19:15,229,0:03:49,23.580786026200872
EWF126,2019-10-04T13:19:18,204,0:03:24,26.470588235294116
AD851UE,2019-10-04T13:19:19,201,0:03:21,26.865671641791046
JSC627,2019-10-04T13:19:46,216,0:03:36,25.0
AC830LE,2019-10-04T13:21:06,230,0:03:50,23.478260869565215
LOO254,2019-10-04T13:21:22,218,0:03:38,24.770642201834864
NVO566,2019-10-04T13:21:30,222,0:03:42,24.324324324324326
AC669UA,2019-10-04T13:21:38,215,0:03:35,25.116279069767444
AC368DG,2019-10-04T13:21:46,215,0:03:35,25.116279069767444
FTV583,2019-10-04T13:22:53,233,0:03:53,23.175965665236053
AB034UL,2019-10-04T13:23:06,249,0:04:09,21.68674698795181
AC846VQ,2019-10-04T13:23:26,226,0:03:46,23.893805309734514
AA311TB,2019-10-04T13:23:35,223,0:03:43,24.2152466367713
ORT226,2019-10-04T13:23:39,157,0:02:37,34.39490445859873
AC433SY,2019-10-04T13:23:41,238,0:03:58,22.689075630252102
AA360WB,2019-10-04T13:23:49,238,0:03:58,22.689075630252102
GKH071,2019-10-04T13:23:51,219,0:03:39,24.65753424657534
KZM488,2019-10-04T13:23:53,233,0:03:53,23.175965665236053
CRE527,2019-10-04T13:24:59,234,0:03:54,23.07692307692308
AB846PB,2019-10-04T13:25:08,223,0:03:43,24.2152466367713
AA512WH,2019-10-04T13:25:12,209,0:03:29,25.83732057416268
AD315MY,2019-10-04T13:25:33,212,0:03:32,25.471698113207548
AD140NH,2019-10-04T13:25:40,353,0:05:53,15.29745042492918
KZM904,2019-10-04T13:27:04,247,0:04:07,21.86234817813765
OIU169,2019-10-04T13:27:51,227,0:03:47,23.788546255506606
MIN697,2019-10-04T13:27:57,227,0:03:47,23.788546255506606
AA150PP,2019-10-04T13:28:52,280,0:04:40,19.285714285714285
LRK912,2019-10-04T13:29:05,251,0:04:11,21.513944223107572
AB742JH,2019-10-04T13:29:27,260,0:04:20,20.76923076923077
AC866RO,2019-10-04T13:29:31,256,0:04:16,21.09375
LEO347,2019-10-04T13:29:37,238,0:03:58,22.689075630252102
AD429AU,2019-10-04T13:29:42,240,0:04:00,22.5
AB748FA,2019-10-04T13:29:44,223,0:03:43,24.2152466367713
A084SXM,2019-10-04T13:30:49,230,0:03:50,23.478260869565215
JZG637,2019-10-04T13:30:51,276,0:04:36,19.565217391304348
KUG197,2019-10-04T13:31:14,232,0:03:52,23.27586206896552
AD517KX,2019-10-04T13:31:45,232,0:03:52,23.27586206896552
OPT253,2019-10-04T13:31:49,224,0:03:44,24.107142857142858
AB316CB,2019-10-04T13:32:57,237,0:03:57,22.78481012658228
KIS373,2019-10-04T13:32:59,195,0:03:15,27.692307692307693
AB521XH,2019-10-04T13:33:00,205,0:03:25,26.34146341463415
JLS338,2019-10-04T13:33:30,231,0:03:51,23.376623376623378
MDL413,2019-10-04T13:33:44,213,0:03:33,25.35211267605634
GPL459,2019-10-04T13:33:51,172,0:02:52,31.3953488372093
KNI686,2019-10-04T13:33:54,168,0:02:48,32.142857142857146
AB599CJ,2019-10-04T13:34:00,147,0:02:27,36.734693877551024
JOA583,2019-10-04T13:34:01,173,0:02:53,31.213872832369944
KTC429,2019-10-04T13:35:00,198,0:03:18,27.272727272727273
JZT405,2019-10-04T13:35:14,202,0:03:22,26.732673267326735
NSX024,2019-10-04T13:35:28,206,0:03:26,26.21359223300971
OWW574,2019-10-04T13:35:38,207,0:03:27,26.086956521739133
AD549JE,2019-10-04T13:35:46,145,0:02:25,37.24137931034483
AD328PQ,2019-10-04T13:35:54,144,0:02:24,37.5
ICO517,2019-10-04T13:36:51,177,0:02:57,30.50847457627119
AC295QS,2019-10-04T13:37:14,221,0:03:41,24.43438914027149
AD254WH,2019-10-04T13:37:35,217,0:03:37,24.88479262672811
IIZ287,2019-10-04T13:37:36,157,0:02:37,34.39490445859873
AB951AJ,2019-10-04T13:37:37,216,0:03:36,25.0
AC816ET,2019-10-04T13:39:01,225,0:03:45,24.0
NUI042,2019-10-04T13:39:44,164,0:02:44,32.926829268292686
OYD652,2019-10-04T13:39:46,119,0:01:59,45.378151260504204
NGY497,2019-10-04T13:39:48,162,0:02:42,33.333333333333336
MPO057,2019-10-04T13:40:51,186,0:03:06,29.032258064516128
OYA883,2019-10-04T13:41:31,216,0:03:36,25.0
IAG855,2019-10-04T13:42:53,214,0:03:34,25.233644859813083
OXJ395,2019-10-04T13:43:35,203,0:03:23,26.60098522167488
ODR248,2019-10-04T13:43:39,164,0:02:44,32.926829268292686
AA582WN,2019-10-04T13:43:41,158,0:02:38,34.17721518987342
AA075RN,2019-10-04T13:43:48,153,0:02:33,35.294117647058826
AD540AF,2019-10-04T13:44:21,306,0:05:06,17.647058823529413
AB313CY,2019-10-04T13:44:56,194,0:03:14,27.835051546391753
AB039WI,2019-10-04T13:44:57,184,0:03:04,29.347826086956523
AB461EG,2019-10-04T13:45:03,196,0:03:16,27.551020408163264
LUV378,2019-10-04T13:45:20,206,0:03:26,26.21359223300971
AA177GA,2019-10-04T13:45:33,228,0:03:48,23.684210526315788
JKB928,2019-10-04T13:45:36,219,0:03:39,24.65753424657534
AD892KA,2019-10-04T13:45:40,214,0:03:34,25.233644859813083
JEI716,2019-10-04T13:45:43,219,0:03:39,24.65753424657534
AB677DN,2019-10-04T13:45:48,216,0:03:36,25.0
LIU328,2019-10-04T13:45:53,151,0:02:31,35.76158940397351
AD494VY,2019-10-04T13:45:58,177,0:02:57,30.50847457627119
KZM918,2019-10-04T13:46:57,188,0:03:08,28.72340425531915
PGS504,2019-10-04T13:47:00,236,0:03:56,22.88135593220339
NOA305,2019-10-04T13:47:04,202,0:03:22,26.732673267326735
AA481GZ,2019-10-04T13:47:16,204,0:03:24,26.470588235294116
AC171NH,2019-10-04T13:47:30,197,0:03:17,27.411167512690355
NCP022,2019-10-04T13:47:44,137,0:02:17,39.416058394160586
AA515BJ,2019-10-04T13:47:45,141,0:02:21,38.297872340425535
PFD575,2019-10-04T13:47:52,122,0:02:02,44.26229508196722
NSS891,2019-10-04T13:47:54,120,0:02:00,45.0
KPR127,2019-10-04T13:49:15,191,0:03:11,28.272251308900522
AD175WO,2019-10-04T13:49:53,159,0:02:39,33.9622641509434
AB044XR,2019-10-04T13:50:58,205,0:03:25,26.34146341463415
AD500UA,2019-10-04T13:51:02,207,0:03:27,26.086956521739133
AC949OW,2019-10-04T13:51:03,205,0:03:25,26.34146341463415
PJP815,2019-10-04T13:51:33,213,0:03:33,25.35211267605634
NUW078,2019-10-04T13:53:14,347,0:05:47,15.561959654178676
AA503FC,2019-10-04T13:53:19,208,0:03:28,25.961538461538463
AC519EY,2019-10-04T13:53:23,218,0:03:38,24.770642201834864
AC843BN,2019-10-04T13:53:31,205,0:03:25,26.34146341463415
MJP643,2019-10-04T13:53:34,202,0:03:22,26.732673267326735
FLP812,2019-10-04T13:53:46,216,0:03:36,25.0
AB759TV,2019-10-04T13:54:58,211,0:03:31,25.592417061611375
AD512QI,2019-10-04T13:55:02,245,0:04:05,22.04081632653061
JDU148,2019-10-04T13:55:04,196,0:03:16,27.551020408163264
AB421XR,2019-10-04T13:55:07,206,0:03:26,26.21359223300971
OAO208,2019-10-04T13:55:08,241,0:04:01,22.40663900414938
LNJ797,2019-10-04T13:55:19,204,0:03:24,26.470588235294116
AB770KF,2019-10-04T13:55:28,208,0:03:28,25.961538461538463
JMZ598,2019-10-04T13:55:37,234,0:03:54,23.07692307692308
AA259NQ,2019-10-04T13:56:00,162,0:02:42,33.333333333333336
AB912MW,2019-10-04T13:56:57,185,0:03:05,29.189189189189193
AD266ZJ,2019-10-04T13:57:00,233,0:03:53,23.175965665236053
HFW251,2019-10-04T13:57:26,315,0:05:15,17.142857142857142
EHK767,2019-10-04T13:57:34,213,0:03:33,25.35211267605634
LNU581,2019-10-04T13:57:37,215,0:03:35,25.116279069767444
AB906ZA,2019-10-04T13:57:51,220,0:03:40,24.545454545454547
ORT180,2019-10-04T13:58:59,230,0:03:50,23.478260869565215
AB030OX,2019-10-04T13:59:00,190,0:03:10,28.421052631578945
AC505WZ,2019-10-04T13:59:02,189,0:03:09,28.571428571428573
AB312LT,2019-10-04T13:59:13,213,0:03:33,25.35211267605634
IHH915,2019-10-04T13:59:23,208,0:03:28,25.961538461538463
ODT066,2019-10-04T13:59:39,150,0:02:30,36.0
KUP761,2019-10-04T13:59:49,173,0:02:53,31.213872832369944
OPF688,2019-10-04T13:59:51,171,0:02:51,31.578947368421055
AA454OA,2019-10-04T13:59:53,148,0:02:28,36.486486486486484
AB996JU,2019-10-04T14:01:15,203,0:03:23,26.60098522167488
DBN074,2019-10-04T14:01:22,194,0:03:14,27.835051546391753
LFZ851,2019-10-04T14:01:26,212,0:03:32,25.471698113207548
NBX422,2019-10-04T14:01:33,212,0:03:32,25.471698113207548
AD799FQ,2019-10-04T14:01:50,125,0:02:05,43.2
MJO066,2019-10-04T14:01:52,132,0:02:12,40.90909090909091
OYA897,2019-10-04T14:01:53,148,0:02:28,36.486486486486484
NUN551,2019-10-04T14:03:20,254,0:04:14,21.25984251968504
BRO105,2019-10-04T14:03:41,233,0:03:53,23.175965665236053
MMF142,2019-10-04T14:04:55,232,0:03:52,23.27586206896552
AC524MR,2019-10-04T14:04:57,202,0:03:22,26.732673267326735
AA217NG,2019-10-04T14:05:06,307,0:05:07,17.58957654723127
AA691VG,2019-10-04T14:05:22,221,0:03:41,24.43438914027149
AC514WY,2019-10-04T14:05:36,217,0:03:37,24.88479262672811
FXM900,2019-10-04T14:05:46,154,0:02:34,35.064935064935064
AC245XQ,2019-10-04T14:07:02,203,0:03:23,26.60098522167488
EJN564,2019-10-04T14:07:23,226,0:03:46,23.893805309734514
HOH014,2019-10-04T14:07:30,198,0:03:18,27.272727272727273
IMH233,2019-10-04T14:07:37,114,0:01:54,47.368421052631575
AB595FA,2019-10-04T14:07:39,205,0:03:25,26.34146341463415
MAL152,2019-10-04T14:08:54,284,0:04:44,19.014084507042252
MVO041,2019-10-04T14:08:57,187,0:03:07,28.877005347593585
AD063SH,2019-10-04T14:09:00,246,0:04:06,21.951219512195124
AB722KF,2019-10-04T14:09:02,235,0:03:55,22.97872340425532
AD131HK,2019-10-04T14:09:04,232,0:03:52,23.27586206896552
AB090SA,2019-10-04T14:09:19,203,0:03:23,26.60098522167488
AC440ZM,2019-10-04T14:09:24,226,0:03:46,23.893805309734514
NCW291,2019-10-04T14:09:38,216,0:03:36,25.0
HHY525,2019-10-04T14:09:40,207,0:03:27,26.086956521739133
NZS249,2019-10-04T14:09:49,175,0:02:55,30.857142857142858
NVS196,2019-10-04T14:11:23,209,0:03:29,25.83732057416268
PFG879,2019-10-04T14:11:25,195,0:03:15,27.692307692307693
JJT073,2019-10-04T14:11:29,197,0:03:17,27.411167512690355
JIW893,2019-10-04T14:11:35,209,0:03:29,25.83732057416268
KXZ548,2019-10-04T14:11:43,215,0:03:35,25.116279069767444
OGZ573,2019-10-04T14:11:52,176,0:02:56,30.681818181818183
AA460LA,2019-10-04T14:11:56,174,0:02:54,31.034482758620694
APN253,2019-10-04T14:13:16,213,0:03:33,25.35211267605634
AA836WJ,2019-10-04T14:13:24,223,0:03:43,24.2152466367713
AB879IY,2019-10-04T14:13:26,212,0:03:32,25.471698113207548
AD125OM,2019-10-04T14:13:45,154,0:02:34,35.064935064935064
AA258QE,2019-10-04T14:13:47,224,0:03:44,24.107142857142858
LOL266,2019-10-04T14:13:50,157,0:02:37,34.39490445859873
HHI610,2019-10-04T14:15:21,210,0:03:30,25.714285714285715
KRP065,2019-10-04T14:15:30,217,0:03:37,24.88479262672811
AC710HP,2019-10-04T14:15:34,232,0:03:52,23.27586206896552
MNL492,2019-10-04T14:15:35,210,0:03:30,25.714285714285715
HYH449,2019-10-04T14:15:42,234,0:03:54,23.07692307692308
NMG376,2019-10-04T14:15:50,224,0:03:44,24.107142857142858
AA690YF,2019-10-04T14:17:04,235,0:03:55,22.97872340425532
KTY846,2019-10-04T14:17:13,237,0:03:57,22.78481012658228
JBC382,2019-10-04T14:17:17,219,0:03:39,24.65753424657534
CDB082,2019-10-04T14:17:34,218,0:03:38,24.770642201834864
FVV567,2019-10-04T14:17:41,220,0:03:40,24.545454545454547
UNA518,2019-10-04T14:17:54,226,0:03:46,23.893805309734514
IVD925,2019-10-04T14:19:03,232,0:03:52,23.27586206896552
AC708WF,2019-10-04T14:19:17,191,0:03:11,28.272251308900522
PHP126,2019-10-04T14:19:23,216,0:03:36,25.0
FTA577,2019-10-04T14:19:25,194,0:03:14,27.835051546391753
GOJ157,2019-10-04T14:19:54,159,0:02:39,33.9622641509434
PPM306,2019-10-04T14:21:00,228,0:03:48,23.684210526315788
IPV974,2019-10-04T14:21:01,206,0:03:26,26.21359223300971
OSX046,2019-10-04T14:21:03,217,0:03:37,24.88479262672811
FBW241,2019-10-04T14:21:07,197,0:03:17,27.411167512690355
AA042ZN,2019-10-04T14:21:16,216,0:03:36,25.0
LJT498,2019-10-04T14:21:38,145,0:02:25,37.24137931034483
OMA453,2019-10-04T14:21:40,209,0:03:29,25.83732057416268
LPF498,2019-10-04T14:21:41,105,0:01:45,51.42857142857143
AC907KR,2019-10-04T14:21:46,131,0:02:11,41.221374045801525
AD457ZF,2019-10-04T14:23:09,192,0:03:12,28.125
PDV039,2019-10-04T14:23:20,142,0:02:22,38.028169014084504
JBW349,2019-10-04T14:23:40,219,0:03:39,24.65753424657534
JWA819,2019-10-04T14:23:46,242,0:04:02,22.31404958677686
IEY198,2019-10-04T14:23:55,179,0:02:59,30.16759776536313
AEO809,2019-10-04T14:24:53,239,0:03:59,22.594142259414227
AB699MY,2019-10-04T14:25:19,216,0:03:36,25.0
AC509YW,2019-10-04T14:25:27,211,0:03:31,25.592417061611375
MWI379,2019-10-04T14:25:40,153,0:02:33,35.294117647058826
KDW824,2019-10-04T14:25:53,154,0:02:34,35.064935064935064
AC907KN,2019-10-04T14:25:55,146,0:02:26,36.986301369863014
FWM122,2019-10-04T14:26:51,185,0:03:05,29.189189189189193
LON893,2019-10-04T14:26:52,188,0:03:08,28.72340425531915
AD275IC,2019-10-04T14:26:58,198,0:03:18,27.272727272727273
AA521FW,2019-10-04T14:27:08,183,0:03:03,29.508196721311474
AD482DD,2019-10-04T14:27:22,214,0:03:34,25.233644859813083
MFS391,2019-10-04T14:27:30,320,0:05:20,16.875
THU192,2019-10-04T14:27:33,235,0:03:55,22.97872340425532
KFH395,2019-10-04T14:27:37,225,0:03:45,24.0
AC029WG,2019-10-04T14:27:39,207,0:03:27,26.086956521739133
GSD197,2019-10-04T14:27:45,170,0:02:50,31.764705882352946
AB389LK,2019-10-04T14:27:54,169,0:02:49,31.952662721893493
AC040LT,2019-10-04T14:28:58,214,0:03:34,25.233644859813083
AA383GO,2019-10-04T14:29:00,215,0:03:35,25.116279069767444
AC792GS,2019-10-04T14:29:24,208,0:03:28,25.961538461538463
AB600BN,2019-10-04T14:29:26,193,0:03:13,27.979274611398964
IZZ710,2019-10-04T14:29:28,129,0:02:09,41.860465116279066
HIJ964,2019-10-04T14:29:30,213,0:03:33,25.35211267605634
AA676GJ,2019-10-04T14:29:31,204,0:03:24,26.470588235294116
CBU697,2019-10-04T14:29:37,333,0:05:33,16.216216216216218
AC549KX,2019-10-04T14:29:38,151,0:02:31,35.76158940397351
JVB903,2019-10-04T14:29:39,210,0:03:30,25.714285714285715
AD776SO,2019-10-04T14:29:51,169,0:02:49,31.952662721893493
AC165YN,2019-10-04T14:29:54,174,0:02:54,31.034482758620694
OVV325,2019-10-04T14:31:21,207,0:03:27,26.086956521739133
HCE172,2019-10-04T14:31:23,212,0:03:32,25.471698113207548
AD467YB,2019-10-04T14:31:26,219,0:03:39,24.65753424657534
AC273KP,2019-10-04T14:31:28,212,0:03:32,25.471698113207548
AA970WR,2019-10-04T14:31:30,196,0:03:16,27.551020408163264
AB023CF,2019-10-04T14:31:45,161,0:02:41,33.54037267080746
AB035DS,2019-10-04T14:31:53,179,0:02:59,30.16759776536313
IWN448,2019-10-04T14:31:56,236,0:03:56,22.88135593220339
HMB955,2019-10-04T14:33:02,220,0:03:40,24.545454545454547
AD246BS,2019-10-04T14:33:04,205,0:03:25,26.34146341463415
OVM951,2019-10-04T14:33:23,221,0:03:41,24.43438914027149
FYT082,2019-10-04T14:33:27,215,0:03:35,25.116279069767444
AB222VK,2019-10-04T14:33:33,218,0:03:38,24.770642201834864
MUR776,2019-10-04T14:33:34,206,0:03:26,26.21359223300971
AB699AR,2019-10-04T14:33:36,214,0:03:34,25.233644859813083
PPH443,2019-10-04T14:33:49,222,0:03:42,24.324324324324326
AA836RX,2019-10-04T14:33:55,132,0:02:12,40.90909090909091
DIV006,2019-10-04T14:35:02,227,0:03:47,23.788546255506606
AD117AH,2019-10-04T14:35:15,251,0:04:11,21.513944223107572
MWD998,2019-10-04T14:35:21,202,0:03:22,26.732673267326735
NSP000,2019-10-04T14:35:47,226,0:03:46,23.893805309734514
JVC664,2019-10-04T14:36:58,192,0:03:12,28.125
AA442YH,2019-10-04T14:37:01,214,0:03:34,25.233644859813083
AD218DG,2019-10-04T14:37:30,221,0:03:41,24.43438914027149
LPO832,2019-10-04T14:37:37,215,0:03:35,25.116279069767444
JDI348,2019-10-04T14:37:39,159,0:02:39,33.9622641509434
LFK162,2019-10-04T14:37:41,222,0:03:42,24.324324324324326
AB416OY,2019-10-04T14:37:43,213,0:03:33,25.35211267605634
MKB093,2019-10-04T14:37:49,231,0:03:51,23.376623376623378
LCS531,2019-10-04T14:37:53,222,0:03:42,24.324324324324326
PCY003,2019-10-04T14:37:54,164,0:02:44,32.926829268292686
AD792PO,2019-10-04T14:38:58,244,0:04:04,22.13114754098361
AC000HN,2019-10-04T14:39:01,246,0:04:06,21.951219512195124
AD779EA,2019-10-04T14:39:07,198,0:03:18,27.272727272727273
KCW147,2019-10-04T14:39:10,245,0:04:05,22.04081632653061
GZU111,2019-10-04T14:39:47,257,0:04:17,21.011673151750973
AA581CA,2019-10-04T14:39:51,276,0:04:36,19.565217391304348
AA879ZR,2019-10-04T14:40:48,221,0:03:41,24.43438914027149
AB728CQ,2019-10-04T14:40:53,211,0:03:31,25.592417061611375
GTV833,2019-10-04T14:40:56,211,0:03:31,25.592417061611375
LGT174,2019-10-04T14:41:00,186,0:03:06,29.032258064516128
AC566IA,2019-10-04T14:41:19,198,0:03:18,27.272727272727273
OBX020,2019-10-04T14:41:25,207,0:03:27,26.086956521739133
HKT476,2019-10-04T14:41:34,138,0:02:18,39.130434782608695
AC182HO,2019-10-04T14:41:51,166,0:02:46,32.53012048192771
NRW264,2019-10-04T14:43:13,196,0:03:16,27.551020408163264
JLS440,2019-10-04T14:43:14,191,0:03:11,28.272251308900522
JXX001,2019-10-04T14:43:29,200,0:03:20,27.0
LOH391,2019-10-04T14:43:32,199,0:03:19,27.1356783919598
AD688VM,2019-10-04T14:44:53,232,0:03:52,23.27586206896552
LCJ441,2019-10-04T14:44:59,227,0:03:47,23.788546255506606
AB512VP,2019-10-04T14:45:47,155,0:02:35,34.83870967741936
AB357KL,2019-10-04T14:45:49,143,0:02:23,37.76223776223777
AB681LS,2019-10-04T14:47:18,200,0:03:20,27.0
HND990,2019-10-04T14:47:21,201,0:03:21,26.865671641791046
MXJ433,2019-10-04T14:47:26,211,0:03:31,25.592417061611375
AC120RF,2019-10-04T14:47:32,216,0:03:36,25.0
HMN435,2019-10-04T14:47:50,169,0:02:49,31.952662721893493
AC743SJ,2019-10-04T14:47:54,144,0:02:24,37.5
HNL136,2019-10-04T14:49:05,199,0:03:19,27.1356783919598
AD792NH,2019-10-04T14:49:13,254,0:04:14,21.25984251968504
IUX990,2019-10-04T14:49:24,211,0:03:31,25.592417061611375
AD679YR,2019-10-04T14:49:31,216,0:03:36,25.0
MWM330,2019-10-04T14:49:40,212,0:03:32,25.471698113207548
AB467YF,2019-10-04T14:49:45,220,0:03:40,24.545454545454547
HOP972,2019-10-04T14:50:54,230,0:03:50,23.478260869565215
SZW686,2019-10-04T14:50:56,201,0:03:21,26.865671641791046
WFX394,2019-10-04T14:50:58,201,0:03:21,26.865671641791046
HXX576,2019-10-04T14:51:02,196,0:03:16,27.551020408163264
KYG614,2019-10-04T14:51:07,234,0:03:54,23.07692307692308
NYR707,2019-10-04T14:51:30,219,0:03:39,24.65753424657534
AA425BT,2019-10-04T14:51:38,217,0:03:37,24.88479262672811
AD592PG,2019-10-04T14:51:49,220,0:03:40,24.545454545454547
